CID,a
gdb_1,13.21
gdb_2,9.46
gdb_3,6.31
gdb_4,16.28
gdb_5,12.99
gdb_6,14.18
gdb_7,23.95
gdb_8,16.97
gdb_9,28.78
gdb_10,24.45
gdb_11,25.11
gdb_12,21.57
gdb_13,34.75
gdb_14,27.87
gdb_15,28.13
gdb_16,30.82
gdb_17,24.04
gdb_18,35.53
gdb_19,31.83
gdb_20,28.07
gdb_21,45.46
gdb_22,38.58
gdb_23,38.52
gdb_24,32.66
gdb_25,27.7
gdb_26,31.14
gdb_27,26.25
gdb_28,26.12
gdb_29,42.32
gdb_30,40.09
gdb_31,35.38
gdb_32,31.81
gdb_33,33.1
gdb_34,28.56
gdb_35,35.83
gdb_36,32.78
gdb_37,29.47
gdb_38,28.53
gdb_39,45.71
gdb_40,38.61
gdb_41,39.34
gdb_42,31.42
gdb_43,41.96
gdb_44,35.01
gdb_45,39.02
gdb_46,34.64
gdb_47,41.83
gdb_48,34.56
gdb_49,45.37
gdb_50,43.14
gdb_51,39.13
gdb_52,39.2
gdb_53,35.17
gdb_54,56.01
gdb_55,49.04
gdb_56,42.02
gdb_57,37.08
gdb_58,38.31
gdb_59,38.29
gdb_60,36.51
gdb_61,38.09
gdb_62,33.39
gdb_63,51.2
gdb_64,46.23
gdb_65,42.87
gdb_66,44.03
gdb_67,39.28
gdb_68,46.58
gdb_69,39.16
gdb_70,44.42
gdb_71,39.33
gdb_72,46.19
gdb_73,42.54
gdb_74,43.61
gdb_75,39.51
gdb_76,43.57
gdb_77,39.33
gdb_78,35.5
gdb_79,35.87
gdb_80,35.19
gdb_81,49.26
gdb_82,42.01
gdb_83,56.26
gdb_84,49.45
gdb_85,49.8
gdb_86,52.92
gdb_87,45.7
gdb_88,45.85
gdb_89,40.19
gdb_90,42.77
gdb_91,39.73
gdb_92,35.4
gdb_93,39.34
gdb_94,35.94
gdb_95,52.94
gdb_96,45.72
gdb_97,45.45
gdb_98,45.55
gdb_99,38.58
gdb_100,52.92
gdb_101,45.84
gdb_102,49.79
gdb_103,46.02
gdb_104,38.43
gdb_105,49.82
gdb_106,42.39
gdb_107,45.22
gdb_108,40.56
gdb_109,36.12
gdb_110,41.41
gdb_111,36.79
gdb_112,38.8
gdb_113,35.69
gdb_114,34.31
gdb_115,54.54
gdb_116,47.82
gdb_117,45.67
gdb_118,46.92
gdb_119,53.93
gdb_120,46.78
gdb_121,51.47
gdb_122,46.62
gdb_123,43.52
gdb_124,45.04
gdb_125,40.22
gdb_126,44.05
gdb_127,39.41
gdb_128,47.03
gdb_129,43.88
gdb_130,40.48
gdb_131,40.04
gdb_132,39.92
gdb_133,56.8
gdb_134,49.63
gdb_135,50.27
gdb_136,50.62
gdb_137,42.99
gdb_138,42.52
gdb_139,48.65
gdb_140,45.22
gdb_141,41.39
gdb_142,43.5
gdb_143,40.21
gdb_144,36.45
gdb_145,44.1
gdb_146,40.19
gdb_147,36.8
gdb_148,40.77
gdb_149,52.9
gdb_150,45.95
