CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_C2,ns_co_O2,ns_co_C4,ns_co_N2,ns_co_N3,ns_co_S2,ns_nc_O1,ns_nc_C2,ns_nc_O2,ns_nc_C3,ns_nc_C1,ns_nc_N1,ns_nc_N2,ns_nc_N3,ns_nc_S2,ns_nc_C4,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C2_C3_1,ec_co_C2_C2_2,ec_co_C3_O2_1,ec_co_C3_C3_1,ec_co_C3_C3_2,ec_co_C4_C4_1,ec_co_C3_C4_1,ec_co_C2_C4_1,ec_co_C4_N2_1,ec_co_C3_N2_1,ec_co_C2_O2_1,ec_co_C3_N2_2,ec_co_C2_N2_1,ec_co_C3_N3_1,ec_co_C2_N3_1,ec_co_C4_O2_1,ec_co_C2_N2_2,ec_co_N2_N2_2,ec_co_N2_N2_1,ec_co_O2_O2_1,ec_co_C2_S2_1,ec_co_S2_S2_1,ec_co_C3_S2_1,ec_in_O2_C3_1,ec_in_C2_C2_1,ec_in_C3_C2_1,ec_in_C3_C3_1,ec_in_C2_O2_1,ec_in_C2_C2_2,ec_in_C2_C3_1,ec_in_C3_C2_2,ec_in_C2_C3_2,ec_in_O2_C2_1,ec_in_C3_O2_1,ec_in_C3_N2_1,ec_in_N2_C3_1,ec_in_C2_N2_1,ec_in_O2_O2_1,ec_ex_C3_C2_1,ec_ex_C2_O1_1,ec_ex_C2_C2_1,ec_ex_C2_C1_1,ec_ex_C3_O1_1,ec_ex_C3_O1_2,ec_ex_C2_O1_2,ec_ex_C4_C1_1,ec_ex_C3_C1_1,ec_ex_C3_C2_2,ec_ex_C3_C3_1,ec_ex_C3_C1_2,ec_ex_C4_O1_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C2_C2_2,ec_ex_C3_N1_1,ec_ex_C2_C1_2,ec_ex_C2_C3_1,ec_ex_C4_C2_1,ec_ex_C2_C3_2,ec_ex_N2_C2_2,ec_ex_O2_C2_1,ec_ex_N3_C2_1,ec_ex_C2_N1_3,ec_ex_N3_C1_1,ec_ex_N2_C1_1,ec_ex_C3_N3_1,ec_ex_C3_N2_1,ec_ex_O2_C3_1,ec_ex_C2_O2_1,ec_ex_N2_N1_1,ec_ex_S2_C1_1,ec_ex_C3_S2_1,ec_ex_N2_O1_2,ec_ex_C3_C4_1,ec_ex_O2_O1_1,ec_ex_C4_O2_1,nsH
7361,7,5,2,0,131.429,0,4,1,0,1,1,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
33599,32,6,11,2,125,0,4,2,0,6,16,4,0,3,0,0,0,2,0,2,4,0,0,0,0,0,2,14,2,4,4,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
6521,17,14,2,0,131.765,0,12,0,2,2,1,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22
6115,7,6,1,0,122.857,0,5,1,0,1,0,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
31237,18,6,12,1,120,0,5,1,0,1,11,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
6623,17,13,1,0,124.706,0,8,4,1,4,0,0,0,6,0,0,0,0,0,4,8,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,4,2,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
637511,10,6,4,1,124,0,5,1,0,1,3,0,0,3,0,1,0,1,0,1,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3249,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,10,0,1,0,0,0,1,2,0,3,6,0,0,0,0,0,2,5,7,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
7837,10,3,5,1,132,0,2,1,0,3,2,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7175,13,6,5,1,129.231,0,4,2,0,3,3,1,0,3,0,0,0,1,0,2,4,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
54676825,29,5,19,1,129.655,0,1,4,0,6,16,2,0,1,0,0,0,2,0,4,0,1,0,0,0,0,5,15,1,2,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
6221,28,17,6,1,121.429,0,10,6,1,6,3,2,0,2,0,0,0,1,0,6,10,0,1,0,0,0,1,3,0,2,5,0,0,0,0,0,2,5,7,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6604605,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,9,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,1,1,8,2,0,4,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
931,10,10,0,0,120,0,8,2,0,0,0,0,0,5,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
785,8,6,1,0,130,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
71308193,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,10,0,1,0,0,0,1,2,0,3,6,0,0,0,0,0,2,5,7,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
8640,11,10,1,0,121.818,0,7,3,0,1,0,0,0,5,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2286,25,23,1,0,126.4,0,16,6,1,2,0,0,0,6,0,0,0,0,0,6,12,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,8,2,4,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
5953,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,9,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,1,1,8,2,0,4,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
