CID,a
243,0.7387606318347509
2294,0.7861482381530983
681,0.9684082624544349
37365,0.7010935601458079
8275,0.7083839611178615
11425995,0.7594167679222357
3000715,0.5467800729040097
3672,0.7047387606318347
1563370,0.40583232077764275
1923,0.671931956257594
2244,0.7776427703523693
135424354,0.5710814094775212
135424353,0.6816524908869986
667490,0.5953827460510327
4914,1.0
4058,0.7618469015795868
836,0.7010935601458079
7017,0.6561360874848116
23274301,0.7460510328068043
23274845,0.9975698663426487
23274824,0.6427703523693802
4763,0.6986634264884568
61302139,0.8335358444714458
2206,0.9489671931956256
10378872,0.7995139732685297
773301,0.6670716889428918
1986,0.6500607533414337
4253,0.6379100850546779
1302,0.7120291616038881
13763146,0.6391251518833535
4100,0.707168894289186
2828,0.6925880923450789
3394,0.6646415552855406
4044,0.543134872417983
2732945,0.3061968408262454
13763156,0.5297691373025516
13763157,0.6804374240583231
3335,0.6658566221142161
3059,0.5443499392466585
3825,0.7667071688942891
21864625,0.6816524908869986
1775,0.46658566221142156
9992658,0.7496962332928311
37712,0.7339003645200485
5215,0.6366950182260024
3345,0.48967193195625747
10062976,0.8153098420413122
23275681,0.47630619684082615
138395470,0.3341433778857837
3033,0.7995139732685297
1065,0.7533414337788578
5340,0.6561360874848116
3295,0.4641555285540704
71768,0.09842041312272169
10087109,0.4410692588092345
3325,0.6464155528554071
23276128,0.35844471445929516
138395487,0.3645200486026731
395819,0.6281895504252734
3016,0.4750911300121506
10404097,0.4507897934386391
23276569,0.4119076549210206
23276582,0.5419198055893073
561987,0.4483596597812879
3061,0.3365735115431348
100930149,0.46172539489671927
10594934,0.8165249088699877
10247552,0.4277035236938031
14500288,0.261239368165249
100930150,0.387606318347509
41693,0.4605103280680437
77817166,0.48967193195625747
9886533,0.48967193195625747
135214,0.5006075334143376
10811046,0.4483596597812879
23276725,0.4945321992709599
76121020,0.4046172539489672
4614,0.6816524908869986
100961794,0.528554070473876
156809,0.6366950182260024
2726,0.5054678007290401
13763162,0.7606318347509112
10642039,0.7995139732685297
13763155,0.7667071688942891
13763158,0.7982989064398541
13763159,0.5078979343863912
13763149,0.5868772782503038
4781,0.7059538274605103
18794,0.6014580801944106
4323207,0.6257594167679221
10762855,0.795868772782503
394904,0.8055893074119076
394906,0.778857837181045
134560,0.7715674362089914
395816,0.7667071688942891
10833200,0.7873633049817739
202890,0.709599027946537
85241750,0.6524908869987848
10760314,0.6804374240583231
5405,0.41069258809234505
85274612,0.6087484811664641
3715,0.663426488456865
10575994,0.795868772782503
77814860,0.4046172539489672
85216231,0.707168894289186
10548739,0.8068043742405832
395820,0.6500607533414337
74020883,0.6561360874848116
11696964,0.69501822600243
85180269,0.6573511543134872
10386217,0.30984204131227217
85189406,0.6184690157958688
395817,0.7922235722964762
10836567,0.8043742405832319
54676228,0.6123936816524908
394905,0.671931956257594
395818,0.7326852976913729
74021008,0.5893074119076549
3488,0.4143377885783717
4415369,0.686512758201701
3076,0.6889428918590522
85162232,0.6488456865127582
10524550,0.8092345078979344
85234010,0.6257594167679221
85250786,0.6294046172539489
395821,0.7484811664641555
73698903,0.6488456865127582
74002385,0.614823815309842
10810971,0.7120291616038881
9911005,0.10935601458080188
85200590,0.6172539489671932
44327323,0.8068043742405832
481696,0.41555285540704734
85190561,0.6537059538274603
56689929,0.6439854191980559
10811510,0.600243013365735
10718340,0.7970838396111786
74020899,0.6208991494532198
4368272,0.6354799513973267
156015222,0.7326852976913729
9805034,0.7132442284325636
3706,0.4750911300121506
53799309,0.47752126366950176
53991243,0.29404617253948967
10601296,0.7630619684082623
54118995,0.4362089914945322
54158614,0.39732685297691367
10886301,0.2648845686512758
10416346,0.4520048602673146
75001312,0.36330498177399745
75018658,0.31105710814094767
53849592,0.4993924665856621
4318,0.35601458080194404
75018665,0.44714459295261233
75001273,0.3608748481166464
75018791,0.2454434993924665
75018785,0.34264884568651266
75018663,0.2199270959902794
75018642,0.36695018226002424
75018736,0.43863912515188325
75018643,0.3086269744835966
19035059,0.39003645200486026
13385538,0.6658566221142161
19035048,0.30984204131227217
19035053,0.2746051032806804
18939846,0.28311057108140947
19035067,0.35358444714459286
53632006,0.4690157958687727
19035031,0.4520048602673146
18939731,0.5419198055893073
18939826,0.4434993924665856
18939661,0.5370595382746051
75018650,0.332928311057108
75018651,0.2174969623329283
18939823,0.3730255164034021
75018591,0.387606318347509
75018592,0.46537059538274606
75018679,0.3730255164034021
14162457,0.6840826245443498
75018762,0.3815309842041312
44342392,0.3803159173754556
75018561,0.22600243013365728
75018534,0.27582017010935594
18939798,0.4629404617253948
18939461,0.4556500607533414
18939852,0.32199270959902787
18939857,0.28797083839611165
75018575,0.20777642770352367
75018668,0.3244228432563791
75018617,0.3572296476306196
75018587,0.3280680437424057
75018563,0.4678007290400971
19035044,0.3961117861482381
75018508,0.5042527339003644
18939820,0.48845686512758196
75018613,0.2746051032806804
44341841,0.19805589307411905
78198315,0.4046172539489672
78198316,0.42891859052247866
18759062,0.40218712029161596
18759137,0.4277035236938031
75018525,0.4374240583232077
75018526,0.5382746051032806
75018611,0.28797083839611165
75018713,0.2697448359659781
75018497,0.11786148238153095
75018621,0.42284325637910075
75018622,0.3061968408262454
18939693,0.43377885783718095
18939785,0.4143377885783717
3839,0.32320777642770343
75018520,0.5297691373025516
75018521,0.4835965978128796
75018730,0.2891859052247873
75018731,0.23207776427703514
75018702,0.419198055893074
75018703,0.37424058323207776
75001302,0.33900364520048604
75018636,0.24301336573511542
75018528,0.3645200486026731
78198318,0.3547995139732685
49823250,0.38274605103280673
13385534,0.5321992709599026
18759190,0.33778857837181037
18759188,0.3608748481166464
70328054,0.35115431348724174
75018729,0.3608748481166464
11828408,0.30984204131227217
75018535,0.31470230862697446
75018712,0.32199270959902787
13385532,0.49817739975698655
18759019,0.2770352369380315
18758911,0.0
14162445,0.6646415552855406
13770221,0.6075334143377885
75018687,0.37181044957472653
75018781,0.261239368165249
18759016,0.33049817739975695
75018566,0.3523693803159173
5076,0.33049817739975695
58990865,0.31105710814094767
14162447,0.5407047387606317
18759039,0.2952612393681652
75018648,0.3183475091130011
18759065,0.2952612393681652
18759116,0.2976913730255163
18759090,0.29647630619684073
18759034,0.2454434993924665
14162467,0.38274605103280673
18624599,0.29404617253948967
11803531,0.7922235722964762
74973835,0.2770352369380315
23277696,0.6281895504252734
23277668,0.6500607533414337
75018774,0.4094775212636694
75018818,0.3961117861482381
75018773,0.4301336573511543
23277659,0.5710814094775212
75018548,0.49331713244228426
86190,0.4678007290400971
3648,0.6986634264884568
4470975,0.5151883353584447
78185458,0.45443499392466574
78185459,0.39975698663426484
78185460,0.35601458080194404
78185461,0.5151883353584447
22910068,0.32320777642770343
22910068,0.284325637910085
22910068,0.15674362089914945
4470975,0.5224787363304981
4470975,0.6695018226002429
11114675,0.46537059538274606
10962985,0.31956257594167675
10876117,0.261239368165249
22910111,0.44957472660996345
22910076,0.5419198055893073
20865,0.4605103280680437
788021,0.4520048602673146
16787408,0.387606318347509
578975,0.4398541919805588
231837,0.5674362089914945
311763,0.574726609963548
16781984,0.5249088699878494
9047,0.7193195625759417
61466288,0.686512758201701
95067,0.6257594167679221
74369,0.6136087484811664
743889,0.5212636695018225
5344,0.7715674362089914
28967489,0.49331713244228426
102099720,0.5565006075334143
4999,0.28311057108140947
54897,0.3317132442284325
60795,0.34750911300121495
60854,0.34750911300121495
4745,0.3851761846901579
71272,0.6561360874848116
4449,0.4678007290400971
2118,0.6294046172539489
2196,0.6743620899149453
2441,0.6524908869987848
2474,0.6561360874848116
444,0.6597812879708383
2801,0.6622114216281895
2802,0.5261239368165249
3337,0.6743620899149453
3148,0.6245443499392466
3380,0.5565006075334143
3686,0.4921020656136087
3878,0.6488456865127582
3958,0.5139732685297691
4158,0.663426488456865
10359044,0.6609963547995139
44115,0.5577156743620899
5002,0.6488456865127582
5203,0.654921020656136
5210,0.6087484811664641
5374,0.6038882138517618
68870,0.6743620899149453
5556,0.5358444714459295
5732,0.6391251518833535
5735,0.6306196840826245
74769,0.12758201701093558
11410975,0.18955042527338997
16736849,0.12150668286755771
192125,0.2648845686512758
12543,0.7193195625759417
2756,0.7970838396111786
3687,0.6804374240583231
13763145,0.5224787363304981
3371,0.6464155528554071
4488,0.6524908869987848
74020864,0.7047387606318347
138395483,0.2976913730255163
13412424,0.1761846901579586
15330,0.5516403402187119
74001015,0.6257594167679221
3638938,0.8128797083839611
3964,0.4678007290400971
23276885,0.5941676792223571
4641,0.686512758201701
10832648,0.7764277035236937
395815,0.7569866342648844
2662,0.36938031591737547
54325826,0.3256379100850546
75001354,0.43377885783718095
75018664,0.24179829890643975
75018735,0.4143377885783717
75018645,0.44957472660996345
75018615,0.31227217496962323
75018680,0.3851761846901579
75018763,0.34021871202916154
75018657,0.45808019441069253
75018826,0.2855407047387606
18759122,0.4034021871202915
75018701,0.3572296476306196
14162459,0.6306196840826245
14162455,0.6111786148238152
138395746,0.6585662211421628
135528987,0.26852976913730253
3066,0.5370595382746051
3152,0.6658566221142161
19375695,0.4993924665856621
