CID,a
Vinylchloride,59.4
Maleic anhydride,67.4
Tetrazole,76.52
1_2_4-Triazole,78.7
1H-Pyrazole,81.0
Imidazole,83.93
Acetamide,86.65
Oxalic acid,91.0
Urea,93.8
Methylammonium iodide,93.93
1_3_5-Triazine,95.57
Acetone,96.2
Thiourea,96.9
Benzene,97.9
1_2-Hydrazinedicarboxaldehyde,99.12
Glycine,99.3
Thioacetamide,100.3
Pyrazine,102.35
2-Methylimidazole,105.09
Purine,106.9
Trifluoroacetamide,110.0
Malonodinitrile,110.29
Acrylamide,110.58
Semicarbazide,110.6
Oxamide,110.86
Thiosemicarbazide,110.9
Trioxane,111.4
Iodobenzene,112.1
2-Oxazolidinone,113.8
N-Methylurea,114.74
beta-Alanine,116.4
Hydantoin,117.09
2-Mercapto-2-oxazoline,117.1
Ethylenecarbonate,117.12
Uracil,120.5
Alanine,120.9
Squaric acid,121.8
Propylenecarbonate,122.51
1_3-Dithiane,123.84
Succinimide,123.88
Dibromoacetic acid,124.7
3-Amino-5-methylisoxazole,125.1
1_3-Thiazolidine-2-thione,125.3
2-Mercapto-2-thiazoline,125.3
Thiocarbohydrazide,125.3
Dimethylsulfone,125.35
2-Naphthylamine,125.9
Phenol,127.44
Lactic acid,127.6
Malonic acid,127.63
1H-Indazole,128.8
Benzimidazole,128.8
N-Methylglycine,128.9
Nortricyclene,129.0
para-Quinone,129.0
Nitroguanidine,129.3
Methimazole,129.8
Bicyclo(2_2_1)heptene,129.9
Methyl phosphonic dichloride ,131.12
Biuret,131.3
2-Furancarboxylic acid,132.26
Cytosin,132.6
Diglycolic acid dilactone,133.28
N_N'-Dimethylurea,133.3
Malonodiamide,133.38
Cyanuric acid,133.5
2_4-Hexadiyne,133.57
Piperazine-2_5-dione,134.0
3-Thenoic acid,134.17
N_N-Dimethylurea,134.3
Hypoxanthin,134.5
1_3_5-Trithiane,135.3
Resorcinol,135.53
Maleic acid,135.6
Serine,135.6
Hydroquinone,136.4
Diethanolamine,137.0
Thiohydantoin,137.05
Thiobarbituric acid,137.2
Butylene carbonate,139.34
Tetrahydro-2H-1_3-oxazine-2-thione,139.7
cis-3-Chloro-2-butenoic acid,140.2
Barbituric acid,141.1
Benzoxazole,141.59
Fumaric acid,141.8
1_4-Dioxane-2_3-dione,141.9
1_3_5_7-Tetroxane,142.22
2-Aminopyridine,142.47
1_1_2-Trichloroethane,143.1
5-Methylhydantoin,143.11
Pyrazinoic acid,143.5
Methacrylamide,143.8
4-Nitrophenol,143.9
Catechol,144.3
Tetrabromomethane,144.3
4-Fluorophenol,144.6
p-Dibromobenzene,145.7
t-Butanol,146.11
5-Methylisoxazole-3-carboxylic acid,146.2
alpha-Aminobutyric acid,146.4
gamma-Aminobutyric acid,146.4
Adenine,147.0
Benzoic acid,147.07
2-Ethylimidazole,147.08
1_4-Dichlorobenzene,147.76
2-Methylpropionamide,148.1
5-Amino-3-methylisoxazole,149.1
4-Hydroxybenzaldehyde,149.9
4-Methylphenol,150.2
Thymine,150.2
Proline,150.4
1_2-Phenylenediamine,150.82
Bicyclo(2_2_1)heptane,151.0
4-Chloroaniline,151.2
Niacin,151.3
Niacinamide,151.3
Xanthine,151.34
3-Bromobenzoic acid,151.4
4-Bromobenzoic acid,151.4
Pyridinecarboxaladehyde oxime,151.93
Methenamine,152.29
Thiobenzamide,152.8
Succinic acid,152.93
1_3-Benzoxazole-2-thione,153.1
2-Thiobenzoxazole,153.1
Triethylenediamine,153.18
2-Aminobenzothiazole,153.2
1_3-Phenylenediamine,153.7
2-Thiophenecarboxylic acid,153.78
Benzamide,153.8
2-Bromobenzoic acid,154.0
